2,10:C11,17,0,0,0,0,4,3,0,3,7,2$(0:0)5,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)9,(3:3)0$$(0:0)6,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)10,(0:3)10,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^2,9,1,10,3,10^*2,9,1,10,3,10*(hill)&0,0,0&;
2,11:;
2,12:C13,15,0,0,0,0,1,1,1,3,5,2$(0:0)5,(0:1)7,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)0,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)8,(1:0)8,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)10,(2:3)10,(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^1,12,2,13,3,12^*1,12,2,13,3,12*(mountain)&0,0,0&;
2,13:C14,11,0,0,0,0,2,1,1,2,6,0$(0:0)5,(0:1)7,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)0,(3:3)8$$(0:0)0,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^2,12^*2,12*(mountain)&0,0,0&;
3,0:D1,17,0,0,0,0,5,2,0,5,5,0$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)0,(3:3)0$$(0:0)5,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)8,(2:3)8,(3:0)9,(3:1)8,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^2,0,3,1^*2,0,3,1*(plain)&0,0,0&;
3,1:D2,19,0,0,0,0,2,3,0,1,6,0$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)0,(3:3)9$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)$|0,0,0,0,0,10|^3,0,2,1,4,1^*3,0,2,1,4,1*(river)&0,0,0&;
3,2:;
3,3:B4,13,0,0,0,0,0,2,1,2,6,0$(0:0)6,(0:1)6,(0:2)7,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)9,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,4^*3,4*(river)&0,0,0&;
3,4:D5,15,0,0,0,0,1,3,1,3,6,1$(0:0)5,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)9,(3:2)0,(3:3)10$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)8,(1:3)8,(2:0)8,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^3,3,2,4,3,5,4,4^*3,3,2,4,3,5,4,4*(plain)&0,0,0&;
3,5:C6,22,0,0,0,0,3,4,0,3,6,1$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)10,(3:3)0$$(0:0)5,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)0,(3:3)8$$(0:0)0,(0:1)0,(0:2)8,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,4,2,5,3,6,4,5^*3,4,2,5,3,6,4,5*(mountain)&0,0,0&;
3,6:D7,14,0,0,0,0,0,1,1,3,5,0$(0:0)7,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)0,(3:3)9$$(0:0)0,(0:1)0,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,5,2,6,3,7,4,6^*3,5,2,6,3,7,4,6*(snowland)&0,0,0&;
3,7:D8,18,0,0,0,0,0,4,0,3,5,0$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)9,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)8,(2:1)8,(2:2)8,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^3,6,2,7,3,8,4,7^*3,6,2,7,3,8,4,7*(river)&0,0,0&;
3,8:D9,19,0,0,0,0,2,3,0,1,6,1$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)9,(3:3)10$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)9,(3:3)9$|0,0,0,0,0,10|^3,7,2,8,3,9,4,8^*3,7,2,8,3,9,4,8*(mountain)&0,0,0&;
3,9:D10,13,0,0,0,0,3,1,1,0,7,0$(0:0)6,(0:1)7,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)0,(3:3)0$$(0:0)5,(0:1)0,(0:2)0,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,8,2,9,3,10^*3,8,2,9,3,10*(hill)&0,0,0&;
3,10:D11,0,22,0,0,0,1,1,1,1,5,4$(0:0)5,(0:1)7,(0:2)6,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)1,(3:2)10,(3:3)10$$(0:0)1,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)10,(0:2)10,(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,9,2,10,4,10^*3,9,2,10,4,10*(mountain)&0,0,0&;
3,11:;
3,12:D13,18,0,0,0,0,1,3,0,1,6,0$(0:0)6,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)0,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^2,12,4,12^*2,12,4,12*(river)&0,0,0&;
3,13:;
4,0:;
4,1:E2,19,0,0,0,0,1,4,0,4,7,1$(0:0)6,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)9,(3:2)8,(3:3)9$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)8,(3:1)10,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,1,5,1^*3,1,5,1*(mountain)&0,0,0&;
4,2:;
4,3:;
4,4:E5,17,1,5,0,0,3,2,0,6,4,1$(0:0)5,(0:1)6,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)2,(3:2)2,(3:3)0$$(0:0)5,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)2,(2:2)2,(2:3)2,(3:0)8,(3:1)10,(3:2)9,(3:3)9$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)8,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,4,4,5,5,4^*3,4,4,5,5,4*(plain)&0,0,0&;
4,5:D6,17,1,1,0,0,2,4,0,0,6,1$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)2,(3:2)0,(3:3)10$$(0:0)6,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$|0,0,0,0,0,10|^4,4,3,5,4,6,5,5^*4,4,3,5,4,6,5,5*(mountain)&0,0,0&;
4,6:E7,15,2,2,0,0,7,2,0,1,7,2$(0:0)5,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)2,(3:2)10,(3:3)1$$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)1,(3:0)2,(3:1)9,(3:2)9,(3:3)9$$(0:0)6,(0:1)8,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,5,3,6,4,7,5,6^*4,5,3,6,4,7,5,6*(snowland)&0,0,0&;
4,7:E8,21,0,0,0,0,0,6,0,2,5,3$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)9,(3:2)10,(3:3)0$$(0:0)6,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)10,(3:2)9,(3:3)8$$(0:0)8,(0:1)9,(0:2)9,(0:3)9,(1:0)10,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,6,3,7,4,8,5,7^*4,6,3,7,4,8,5,7*(hill)&0,0,0&;
4,8:E9,14,0,0,0,0,0,3,1,5,6,1$(0:0)7,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)9,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^4,7,3,8,5,8^*4,7,3,8,5,8*(plain)&0,0,0&;
4,9:;
4,10:E11,19,0,0,0,0,0,5,0,3,6,1$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)9,(3:3)8$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,10,5,10^*3,10,5,10*(mountain)&0,0,0&;
4,11:;
4,12:E13,18,0,0,0,0,0,2,1,6,6,0$(0:0)6,(0:1)6,(0:2)7,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)0,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,12,4,13,5,12^*3,12,4,13,5,12*(river)&0,0,0&;
4,13:E14,16,2,2,0,0,3,3,0,7,5,3$(0:0)5,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)9,(3:2)2,(3:3)9$$(0:0)6,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)1,(2:3)1,(3:0)10,(3:1)9,(3:2)10,(3:3)9$$(0:0)2,(0:1)8,(0:2)8,(0:3)8,(1:0)8,(1:1)8,(1:2)8,(1:3)8,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,12^*4,12*(plain)&0,0,0&;
5,0:;
5,1:F2,15,0,0,0,0,0,2,1,2,6,0$(0:0)6,(0:1)7,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)8,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,1,5,2,6,1^*4,1,5,2,6,1*(hill)&0,0,0&;
5,2:E3,0,22,0,0,0,1,1,1,3,6,3$(0:0)6,(0:1)5,(0:2)7,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)8,(3:1)8,(3:2)10,(3:3)9$$(0:0)1,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)8,(3:1)10,(3:2)9,(3:3)9$$(0:0)1,(0:1)9,(0:2)9,(0:3)9,(1:0)10,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,1,5,3,6,2^*5,1,5,3,6,2*(plain)&0,0,0&;
5,3:D4,17,0,0,0,0,7,2,0,6,5,2$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)10,(3:3)8$$(0:0)5,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)8,(3:3)9$$(0:0)5,(0:1)8,(0:2)8,(0:3)8,(1:0)8,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,2,5,4,6,3^*5,2,5,4,6,3*(plain)&0,0,0&;
5,4:F5,21,0,0,0,0,0,1,1,0,7,0$(0:0)7,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)9,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^5,3,4,4,5,5,6,4^*5,3,4,4,5,5,6,4*(desert)&0,0,0&;
5,5:E6,17,0,0,0,0,5,2,0,8,4,1$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)9,(3:3)0$$(0:0)5,(0:1)5,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)8,(3:1)10,(3:2)8,(3:3)8$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,4,4,5,5,6,6,5^*5,4,4,5,5,6,6,5*(desert)&0,0,0&;
5,6:F7,9,2,1,0,0,3,3,0,7,5,1$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)2,(3:3)9$$(0:0)5,(0:1)6,(0:2)0,(0:3)1,(1:0)1,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)10,(3:2)9,(3:3)$|0,0,0,0,0,10|^5,5,4,6,5,7,6,6^*5,5,4,6,5,7,6,6*(snowland)&0,0,0&;
5,7:F8,13,1,1,0,0,5,2,0,4,5,1$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)0,(3:3)9$$(0:0)5,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)1,(1:3)2,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)10,(3:1)9,(3:2)9,(3:3)9$|0,0,0,0,0,10|^5,6,4,7,5,8,6,7^*5,6,4,7,5,8,6,7*(desert)&0,0,0&;
5,8:F9,15,3,0,0,0,5,2,0,5,4,4$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)10,(3:2)9,(3:3)8$$(0:0)5,(0:1)5,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)1,(2:3)1,(3:0)8,(3:1)1,(3:2)8,(3:3)9$$(0:0)8,(0:1)8,(0:2)9,(0:3)9,(1:0)10,(1:1)10,(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,7,4,8,5,9,6,8^*5,7,4,8,5,9,6,8*(hill)&0,0,0&;
5,9:F10,8,0,0,0,0,1,0,2,3,7,0$(0:0)7,(0:1)5,(0:2)7,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)9,(3:1)8,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,8,5,10,6,9^*5,8,5,10,6,9*(snowland)&0,0,0&;
5,10:F11,14,0,0,0,0,0,0,2,1,7,3$(0:0)7,(0:1)7,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)0,(3:3)10$$(0:0)0,(0:1)0,(0:2)0,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)10,(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,9,4,10,5,11,6,10^*5,9,4,10,5,11,6,10*(desert)&0,0,0&;
5,11:C12,21,0,0,0,0,2,4,0,6,5,1$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)0,(3:3)9$$(0:0)6,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)9,(3:3)8$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)8,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,10,5,12,6,11^*5,10,5,12,6,11*(plain)&0,0,0&;
5,12:F13,13,0,0,0,0,0,2,1,2,6,0$(0:0)6,(0:1)7,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)8,(3:3)0$$(0:0)0,(0:1)0,(0:2)8,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,11,4,12,6,12^*5,11,4,12,6,12*(desert)&0,0,0&;
5,13:;
6,0:G1,18,0,0,0,0,3,3,0,3,4,1$(0:0)5,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)9,(3:2)9,(3:3)0$$(0:0)6,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)8,(3:1)9,(3:2)9,(3:3)8$|0,0,0,0,0,10|^6,1,7,0^*6,1,7,0*(hill)&0,0,0&;
6,1:G2,15,0,0,0,0,4,3,0,4,4,0$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)9,(3:2)9,(3:3)0$$(0:0)5,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^6,0,5,1,6,2,7,1^*6,0,5,1,6,2,7,1*(desert)&0,0,0&;
6,2:G3,16,0,0,0,0,4,2,0,3,5,2$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)0,(3:3)8$$(0:0)5,(0:1)5,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)8,(2:1)8,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)10,(3:3)10$|0,0,0,0,0,10|^6,1,5,2,6,3,7,2^*6,1,5,2,6,3,7,2*(plain)&0,0,0&;
6,3:E4,17,0,0,0,0,1,4,0,5,5,1$(0:0)5,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)9,(3:3)0$$(0:0)6,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)8,(2:2)8,(2:3)8,(3:0)10,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,2,5,3,6,4,7,3^*6,2,5,3,6,4,7,3*(mountain)&0,0,0&;
6,4:G5,17,0,0,0,0,7,2,0,4,5,3$(0:0)6,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)10,(3:2)10,(3:3)8$$(0:0)5,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)9,(3:3)8$$(0:0)5,(0:1)8,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,3,5,4,6,5,7,4^*6,3,5,4,6,5,7,4*(mountain)&0,0,0&;
